track_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
bunny,count basie,0.542,0.308,7.0,-14.549,0.0,0.0521,0.66,0.0143,0.421,0.665,149.741,audio_features,6J7F2MuxuKw9hsgXgOO9NZ,spotify:track:6J7F2MuxuKw9hsgXgOO9NZ,https://api.spotify.com/v1/tracks/6J7F2MuxuKw9hsgXgOO9NZ,https://api.spotify.com/v1/audio-analysis/6J7F2MuxuKw9hsgXgOO9NZ,187067.0,4.0
357,cam’ron,0.816,0.562,11.0,-11.939,0.0,0.388,0.0291,0.0,0.119,0.592,94.892,audio_features,6cVufT60SNewBq2Ou4gPBB,spotify:track:6cVufT60SNewBq2Ou4gPBB,https://api.spotify.com/v1/tracks/6cVufT60SNewBq2Ou4gPBB,https://api.spotify.com/v1/audio-analysis/6cVufT60SNewBq2Ou4gPBB,204800.0,4.0
"through the morning, through the night",robert plant,0.468,0.272,1.0,-10.674,0.0,0.04,0.851,0.00094,0.106,0.0979,81.343,audio_features,4T0xhIJcLnPL2RGnomaSPH,spotify:track:4T0xhIJcLnPL2RGnomaSPH,https://api.spotify.com/v1/tracks/4T0xhIJcLnPL2RGnomaSPH,https://api.spotify.com/v1/audio-analysis/4T0xhIJcLnPL2RGnomaSPH,240627.0,3.0
"oh, what a world",kacey musgraves,0.503,0.536,4.0,-7.229,1.0,0.0259,0.642,0.00143,0.111,0.21,90.966,audio_features,5ToJzoVfLYyF7ohMOBNObi,spotify:track:5ToJzoVfLYyF7ohMOBNObi,https://api.spotify.com/v1/tracks/5ToJzoVfLYyF7ohMOBNObi,https://api.spotify.com/v1/audio-analysis/5ToJzoVfLYyF7ohMOBNObi,241467.0,4.0
if i stay too long,thee oh sees,0.135,0.551,2.0,-8.7,1.0,0.0341,0.000238,0.0,0.0676,0.252,175.899,audio_features,1NFPbGZDiWK5h785Vp9RIu,spotify:track:1NFPbGZDiWK5h785Vp9RIu,https://api.spotify.com/v1/tracks/1NFPbGZDiWK5h785Vp9RIu,https://api.spotify.com/v1/audio-analysis/1NFPbGZDiWK5h785Vp9RIu,214013.0,4.0
the upsetter,"lee ""scratch"" perry",0.872,0.456,1.0,-7.723,1.0,0.0659,0.61,0.273,0.081,0.638,78.199,audio_features,1RU0noHNSNBBgZAarFLYvy,spotify:track:1RU0noHNSNBBgZAarFLYvy,https://api.spotify.com/v1/tracks/1RU0noHNSNBBgZAarFLYvy,https://api.spotify.com/v1/audio-analysis/1RU0noHNSNBBgZAarFLYvy,185893.0,4.0
lessons learned,dan fogelberg,0.584,0.511,0.0,-13.838,1.0,0.0263,0.44,0.0,0.0929,0.708,103.35,audio_features,47HkW4tIqY6pyTl80OZd1A,spotify:track:47HkW4tIqY6pyTl80OZd1A,https://api.spotify.com/v1/tracks/47HkW4tIqY6pyTl80OZd1A,https://api.spotify.com/v1/audio-analysis/47HkW4tIqY6pyTl80OZd1A,294373.0,4.0
castaway,brett eldredge,0.445,0.227,2.0,-11.068,1.0,0.0328,0.834,0.0,0.115,0.195,91.426,audio_features,3u7BgwHVQSmx9dTCOQubvH,spotify:track:3u7BgwHVQSmx9dTCOQubvH,https://api.spotify.com/v1/tracks/3u7BgwHVQSmx9dTCOQubvH,https://api.spotify.com/v1/audio-analysis/3u7BgwHVQSmx9dTCOQubvH,181560.0,4.0
summer breeze,the main ingredient,0.409,0.693,5.0,-8.344,0.0,0.0368,0.424,2.99e-05,0.268,0.696,162.631,audio_features,5i6CpkeePD4aKacf0cmZqg,spotify:track:5i6CpkeePD4aKacf0cmZqg,https://api.spotify.com/v1/tracks/5i6CpkeePD4aKacf0cmZqg,https://api.spotify.com/v1/audio-analysis/5i6CpkeePD4aKacf0cmZqg,256240.0,4.0
broken-hearted lover,the carter family,0.351,0.284,5.0,-10.499,1.0,0.0259,0.614,0.0,0.285,0.516,140.372,audio_features,0gnIWkJszm5FO6kxHYxbG6,spotify:track:0gnIWkJszm5FO6kxHYxbG6,https://api.spotify.com/v1/tracks/0gnIWkJszm5FO6kxHYxbG6,https://api.spotify.com/v1/audio-analysis/0gnIWkJszm5FO6kxHYxbG6,142173.0,4.0
this love,kadhja bonet,0.622,0.418,8.0,-9.662,0.0,0.0522,0.857,2.13e-05,0.103,0.259,79.926,audio_features,0UPy6jay9WQ2HSOiYq7nJy,spotify:track:0UPy6jay9WQ2HSOiYq7nJy,https://api.spotify.com/v1/tracks/0UPy6jay9WQ2HSOiYq7nJy,https://api.spotify.com/v1/audio-analysis/0UPy6jay9WQ2HSOiYq7nJy,164647.0,4.0
i know,sonny rollins,0.546,0.196,8.0,-11.154,0.0,0.0423,0.912,0.734,0.105,0.325,143.762,audio_features,1to5IySvboywOgXW9jCjDn,spotify:track:1to5IySvboywOgXW9jCjDn,https://api.spotify.com/v1/tracks/1to5IySvboywOgXW9jCjDn,https://api.spotify.com/v1/audio-analysis/1to5IySvboywOgXW9jCjDn,389293.0,4.0
what's not to love,mark wills,0.591,0.393,9.0,-9.748,1.0,0.0253,0.14,0.0,0.128,0.266,132.665,audio_features,6RY8zAWXrgJYQHI2g43cFq,spotify:track:6RY8zAWXrgJYQHI2g43cFq,https://api.spotify.com/v1/tracks/6RY8zAWXrgJYQHI2g43cFq,https://api.spotify.com/v1/audio-analysis/6RY8zAWXrgJYQHI2g43cFq,209600.0,4.0
nuclear war,voivod,0.213,0.927,11.0,-9.449,0.0,0.107,0.000471,0.007,0.317,0.0784,130.819,audio_features,0fyThmSFNBstkPr6yMhJFp,spotify:track:0fyThmSFNBstkPr6yMhJFp,https://api.spotify.com/v1/tracks/0fyThmSFNBstkPr6yMhJFp,https://api.spotify.com/v1/audio-analysis/0fyThmSFNBstkPr6yMhJFp,420973.0,4.0
tin man,miranda lambert,0.425,0.372,0.0,-10.92,1.0,0.03,0.861,0.0148,0.0733,0.292,79.456,audio_features,4ckQIgBy1gVeevf7UAereE,spotify:track:4ckQIgBy1gVeevf7UAereE,https://api.spotify.com/v1/tracks/4ckQIgBy1gVeevf7UAereE,https://api.spotify.com/v1/audio-analysis/4ckQIgBy1gVeevf7UAereE,259280.0,4.0
hand me another,gary stewart,0.695,0.453,0.0,-9.214,1.0,0.0244,0.0606,9.62e-05,0.202,0.214,83.396,audio_features,2UFHpVZaSuEwGqki3X2OP4,spotify:track:2UFHpVZaSuEwGqki3X2OP4,https://api.spotify.com/v1/tracks/2UFHpVZaSuEwGqki3X2OP4,https://api.spotify.com/v1/audio-analysis/2UFHpVZaSuEwGqki3X2OP4,197720.0,4.0
dirt,alice in chains,0.258,0.926,1.0,-5.901,1.0,0.0761,0.00323,5.15e-06,0.13,0.251,112.643,audio_features,2QjkH9q5Mypj6m38u7Ni9o,spotify:track:2QjkH9q5Mypj6m38u7Ni9o,https://api.spotify.com/v1/tracks/2QjkH9q5Mypj6m38u7Ni9o,https://api.spotify.com/v1/audio-analysis/2QjkH9q5Mypj6m38u7Ni9o,316533.0,4.0
secret doors,robin trower,0.512,0.68,6.0,-12.158,1.0,0.0302,0.225,0.000238,0.333,0.833,143.535,audio_features,1ZpZAEz3It4C8ZV9EXgQYO,spotify:track:1ZpZAEz3It4C8ZV9EXgQYO,https://api.spotify.com/v1/tracks/1ZpZAEz3It4C8ZV9EXgQYO,https://api.spotify.com/v1/audio-analysis/1ZpZAEz3It4C8ZV9EXgQYO,256533.0,4.0
a blossom fell,nat king cole,0.328,0.0835,7.0,-22.957,1.0,0.0321,0.924,0.00555,0.299,0.325,84.726,audio_features,35eRfaVytfTFAr8QKX5urU,spotify:track:35eRfaVytfTFAr8QKX5urU,https://api.spotify.com/v1/tracks/35eRfaVytfTFAr8QKX5urU,https://api.spotify.com/v1/audio-analysis/35eRfaVytfTFAr8QKX5urU,161773.0,3.0
once you love,steve earle,0.513,0.616,2.0,-15.729,1.0,0.0335,0.00841,0.0,0.356,0.835,105.43,audio_features,3DFPde2Jp6EZF2UmJc5nMe,spotify:track:3DFPde2Jp6EZF2UmJc5nMe,https://api.spotify.com/v1/tracks/3DFPde2Jp6EZF2UmJc5nMe,https://api.spotify.com/v1/audio-analysis/3DFPde2Jp6EZF2UmJc5nMe,280333.0,4.0
all i really want to do,bob dylan,0.327,0.434,9.0,-7.007,1.0,0.0318,0.793,0.0,0.0942,0.343,178.539,audio_features,2JcAqr3fUWIFZWPa9rjkwm,spotify:track:2JcAqr3fUWIFZWPa9rjkwm,https://api.spotify.com/v1/tracks/2JcAqr3fUWIFZWPa9rjkwm,https://api.spotify.com/v1/audio-analysis/2JcAqr3fUWIFZWPa9rjkwm,245960.0,3.0
glorious day (living he loved me),casting crowns,0.522,0.592,11.0,-4.287,1.0,0.0255,0.0589,0.0,0.11,0.393,79.026,audio_features,0co8dS1eYzTanYw3N5BEvM,spotify:track:0co8dS1eYzTanYw3N5BEvM,https://api.spotify.com/v1/tracks/0co8dS1eYzTanYw3N5BEvM,https://api.spotify.com/v1/audio-analysis/0co8dS1eYzTanYw3N5BEvM,280880.0,4.0
the path,orleans,0.693,0.414,10.0,-14.684,1.0,0.0427,0.1,1.53e-05,0.0605,0.825,146.874,audio_features,7oHjMacCYYYkUTk2Yx8A1m,spotify:track:7oHjMacCYYYkUTk2Yx8A1m,https://api.spotify.com/v1/tracks/7oHjMacCYYYkUTk2Yx8A1m,https://api.spotify.com/v1/audio-analysis/7oHjMacCYYYkUTk2Yx8A1m,232613.0,4.0
war and pain,voivod,0.182,0.89,1.0,-9.664,1.0,0.122,0.00366,0.00219,0.0559,0.0851,98.036,audio_features,4YNYyCK0yMFbk1e5EeDy9q,spotify:track:4YNYyCK0yMFbk1e5EeDy9q,https://api.spotify.com/v1/tracks/4YNYyCK0yMFbk1e5EeDy9q,https://api.spotify.com/v1/audio-analysis/4YNYyCK0yMFbk1e5EeDy9q,310667.0,3.0
heart of mine,the oak ridge boys,0.398,0.375,5.0,-15.106,1.0,0.0303,0.177,0.0,0.169,0.388,134.124,audio_features,2Llsq4YD9qTx8JDNhHGjG5,spotify:track:2Llsq4YD9qTx8JDNhHGjG5,https://api.spotify.com/v1/tracks/2Llsq4YD9qTx8JDNhHGjG5,https://api.spotify.com/v1/audio-analysis/2Llsq4YD9qTx8JDNhHGjG5,210067.0,4.0
pins and needles (in my heart),stonewall jackson,0.652,0.369,4.0,-12.459,1.0,0.0318,0.827,0.000445,0.291,0.579,115.032,audio_features,3tNWrOl585qsNB9lFW2Sti,spotify:track:3tNWrOl585qsNB9lFW2Sti,https://api.spotify.com/v1/tracks/3tNWrOl585qsNB9lFW2Sti,https://api.spotify.com/v1/audio-analysis/3tNWrOl585qsNB9lFW2Sti,171280.0,4.0
bet your heart on me,johnny lee,0.71,0.351,4.0,-14.737,1.0,0.0358,0.651,2.28e-06,0.121,0.611,119.255,audio_features,6GAFwQksvNUUkiIoDVSl1e,spotify:track:6GAFwQksvNUUkiIoDVSl1e,https://api.spotify.com/v1/tracks/6GAFwQksvNUUkiIoDVSl1e,https://api.spotify.com/v1/audio-analysis/6GAFwQksvNUUkiIoDVSl1e,166867.0,4.0
not taking you back (feat. rapsody),heather victoria,0.274,0.524,11.0,-9.128,1.0,0.0506,0.217,3.57e-06,0.0502,0.576,172.301,audio_features,05rtIUX66H8xPuqad3bBjD,spotify:track:05rtIUX66H8xPuqad3bBjD,https://api.spotify.com/v1/tracks/05rtIUX66H8xPuqad3bBjD,https://api.spotify.com/v1/audio-analysis/05rtIUX66H8xPuqad3bBjD,275929.0,4.0
falling,iration,0.799,0.416,7.0,-9.547,1.0,0.0428,0.00765,2.07e-06,0.122,0.818,125.01,audio_features,2tP2rytUFVm6lhCznfLbv6,spotify:track:2tP2rytUFVm6lhCznfLbv6,https://api.spotify.com/v1/tracks/2tP2rytUFVm6lhCznfLbv6,https://api.spotify.com/v1/audio-analysis/2tP2rytUFVm6lhCznfLbv6,240760.0,4.0
seventeen forever,metro station,0.569,0.793,0.0,-5.041,0.0,0.0329,0.00172,0.00054,0.136,0.687,139.979,audio_features,1v0E30pA3wOBXuDxfsyOPa,spotify:track:1v0E30pA3wOBXuDxfsyOPa,https://api.spotify.com/v1/tracks/1v0E30pA3wOBXuDxfsyOPa,https://api.spotify.com/v1/audio-analysis/1v0E30pA3wOBXuDxfsyOPa,174133.0,4.0
the night owls,little river band,0.587,0.698,4.0,-7.789,0.0,0.03,0.0184,0.00182,0.0875,0.589,126.671,audio_features,1wayFI8Xz98U0rck9v47J7,spotify:track:1wayFI8Xz98U0rck9v47J7,https://api.spotify.com/v1/tracks/1wayFI8Xz98U0rck9v47J7,https://api.spotify.com/v1/audio-analysis/1wayFI8Xz98U0rck9v47J7,322195.0,4.0
raging waters,al jarreau,0.612,0.781,11.0,-12.206,1.0,0.0485,0.019,5.89e-05,0.293,0.566,126.309,audio_features,5tBYfCaQuxVIPhQejZxjCt,spotify:track:5tBYfCaQuxVIPhQejZxjCt,https://api.spotify.com/v1/tracks/5tBYfCaQuxVIPhQejZxjCt,https://api.spotify.com/v1/audio-analysis/5tBYfCaQuxVIPhQejZxjCt,267893.0,4.0
gunman,them crooked vultures,0.353,0.867,9.0,-3.908,1.0,0.0406,7.15e-05,0.000245,0.183,0.382,112.684,audio_features,1hreMeBwxRRmChwRSjP1Kk,spotify:track:1hreMeBwxRRmChwRSjP1Kk,https://api.spotify.com/v1/tracks/1hreMeBwxRRmChwRSjP1Kk,https://api.spotify.com/v1/audio-analysis/1hreMeBwxRRmChwRSjP1Kk,285329.0,4.0
kill dem,vybz kartel,0.608,0.707,11.0,-9.369,0.0,0.266,0.204,0.0,0.362,0.472,112.119,audio_features,64GiAzZ9JmoBfDxmDTAkBW,spotify:track:64GiAzZ9JmoBfDxmDTAkBW,https://api.spotify.com/v1/tracks/64GiAzZ9JmoBfDxmDTAkBW,https://api.spotify.com/v1/audio-analysis/64GiAzZ9JmoBfDxmDTAkBW,161013.0,3.0
denial,sevendust,0.608,0.881,1.0,-6.035,1.0,0.0525,3.89e-05,0.0028,0.184,0.503,104.398,audio_features,25LbeGnYJuqbkxqc8VyhTs,spotify:track:25LbeGnYJuqbkxqc8VyhTs,https://api.spotify.com/v1/tracks/25LbeGnYJuqbkxqc8VyhTs,https://api.spotify.com/v1/audio-analysis/25LbeGnYJuqbkxqc8VyhTs,257267.0,4.0
when you come back down,nickel creek,0.452,0.28,6.0,-14.094,1.0,0.0313,0.684,0.000292,0.105,0.392,168.047,audio_features,1xVBmHH65VMaJP61SmOSUk,spotify:track:1xVBmHH65VMaJP61SmOSUk,https://api.spotify.com/v1/tracks/1xVBmHH65VMaJP61SmOSUk,https://api.spotify.com/v1/audio-analysis/1xVBmHH65VMaJP61SmOSUk,229627.0,4.0
long distance call,muddy waters,0.499,0.189,5.0,-15.378,1.0,0.0468,0.817,3.79e-05,0.213,0.56,183.168,audio_features,21SJZoN35oJCD2MS6PRgvd,spotify:track:21SJZoN35oJCD2MS6PRgvd,https://api.spotify.com/v1/tracks/21SJZoN35oJCD2MS6PRgvd,https://api.spotify.com/v1/audio-analysis/21SJZoN35oJCD2MS6PRgvd,161027.0,3.0
the cape,guy clark,0.323,0.432,0.0,-15.688,1.0,0.118,0.801,6.2e-06,0.308,0.546,72.336,audio_features,7yx2MZPW8eunch3t1UzDdJ,spotify:track:7yx2MZPW8eunch3t1UzDdJ,https://api.spotify.com/v1/tracks/7yx2MZPW8eunch3t1UzDdJ,https://api.spotify.com/v1/audio-analysis/7yx2MZPW8eunch3t1UzDdJ,250027.0,4.0
i am yours,derek & the dominos,0.681,0.307,7.0,-16.001,1.0,0.034,0.426,0.433,0.217,0.612,121.604,audio_features,1JedX5wEESMiktPb9DwqvH,spotify:track:1JedX5wEESMiktPb9DwqvH,https://api.spotify.com/v1/tracks/1JedX5wEESMiktPb9DwqvH,https://api.spotify.com/v1/audio-analysis/1JedX5wEESMiktPb9DwqvH,215093.0,4.0
new millennium cyanide christ,meshuggah,0.269,0.964,10.0,-5.182,0.0,0.143,0.000241,0.00211,0.131,0.159,149.86,audio_features,0vpLgxoX2cpJM0Fvxwbw84,spotify:track:0vpLgxoX2cpJM0Fvxwbw84,https://api.spotify.com/v1/tracks/0vpLgxoX2cpJM0Fvxwbw84,https://api.spotify.com/v1/audio-analysis/0vpLgxoX2cpJM0Fvxwbw84,335667.0,4.0
honeymoon bay,xavier rudd,0.567,0.664,9.0,-9.319,1.0,0.0304,0.09,2.43e-05,0.17,0.666,121.972,audio_features,7zu0fqKiRb1zaFuT7z6QDt,spotify:track:7zu0fqKiRb1zaFuT7z6QDt,https://api.spotify.com/v1/tracks/7zu0fqKiRb1zaFuT7z6QDt,https://api.spotify.com/v1/audio-analysis/7zu0fqKiRb1zaFuT7z6QDt,224080.0,4.0
bully of the town,the everly brothers,0.541,0.861,7.0,-9.336,1.0,0.0457,0.265,0.000111,0.0771,0.878,125.377,audio_features,1m0CMwXCV4eWj7gQZtyxe8,spotify:track:1m0CMwXCV4eWj7gQZtyxe8,https://api.spotify.com/v1/tracks/1m0CMwXCV4eWj7gQZtyxe8,https://api.spotify.com/v1/audio-analysis/1m0CMwXCV4eWj7gQZtyxe8,119667.0,4.0
when you gonna wake up,bob dylan,0.823,0.516,7.0,-11.538,1.0,0.181,0.326,1.59e-06,0.0767,0.906,137.689,audio_features,4CiCn1uQ4g2nDcunbk2mw7,spotify:track:4CiCn1uQ4g2nDcunbk2mw7,https://api.spotify.com/v1/tracks/4CiCn1uQ4g2nDcunbk2mw7,https://api.spotify.com/v1/audio-analysis/4CiCn1uQ4g2nDcunbk2mw7,328493.0,4.0
cantaloop,us3,0.852,0.655,5.0,-11.498,0.0,0.0645,0.107,2.07e-05,0.137,0.952,115.962,audio_features,2AnTuxahfcAS7dGxGZnihY,spotify:track:2AnTuxahfcAS7dGxGZnihY,https://api.spotify.com/v1/tracks/2AnTuxahfcAS7dGxGZnihY,https://api.spotify.com/v1/audio-analysis/2AnTuxahfcAS7dGxGZnihY,279360.0,4.0
creepin',grand funk railroad,0.296,0.892,7.0,-5.818,0.0,0.0949,0.00903,0.000559,0.0814,0.591,171.339,audio_features,7dSkTXdesGXp56kyy5ahzy,spotify:track:7dSkTXdesGXp56kyy5ahzy,https://api.spotify.com/v1/tracks/7dSkTXdesGXp56kyy5ahzy,https://api.spotify.com/v1/audio-analysis/7dSkTXdesGXp56kyy5ahzy,422040.0,4.0
love bites,def leppard,0.59,0.743,0.0,-7.078,0.0,0.0347,0.067,0.00093,0.0847,0.412,129.79,audio_features,3Dfy8YIxq89i84t108TvMi,spotify:track:3Dfy8YIxq89i84t108TvMi,https://api.spotify.com/v1/tracks/3Dfy8YIxq89i84t108TvMi,https://api.spotify.com/v1/audio-analysis/3Dfy8YIxq89i84t108TvMi,346960.0,4.0
last rites / loved to deth,megadeth,0.232,0.988,2.0,-5.096,1.0,0.268,2.09e-05,0.636,0.323,0.0713,141.979,audio_features,4uAcTDOyAy9T0T5Yw2Z3CC,spotify:track:4uAcTDOyAy9T0T5Yw2Z3CC,https://api.spotify.com/v1/tracks/4uAcTDOyAy9T0T5Yw2Z3CC,https://api.spotify.com/v1/audio-analysis/4uAcTDOyAy9T0T5Yw2Z3CC,281627.0,4.0
who got my natural comb?,ted hawkins,0.659,0.657,1.0,-13.52,1.0,0.0735,0.78,0.0,0.26,0.965,80.974,audio_features,37OdZpoNht3O0zLHk2erkM,spotify:track:37OdZpoNht3O0zLHk2erkM,https://api.spotify.com/v1/tracks/37OdZpoNht3O0zLHk2erkM,https://api.spotify.com/v1/audio-analysis/37OdZpoNht3O0zLHk2erkM,161867.0,4.0
live and let live,jefferson starship,0.62,0.465,4.0,-7.271,0.0,0.027,0.0744,0.00767,0.111,0.231,103.976,audio_features,2AXjiXhn1jsoXLjaDjEvA3,spotify:track:2AXjiXhn1jsoXLjaDjEvA3,https://api.spotify.com/v1/tracks/2AXjiXhn1jsoXLjaDjEvA3,https://api.spotify.com/v1/audio-analysis/2AXjiXhn1jsoXLjaDjEvA3,231080.0,4.0
you need to calm down,taylor swift,0.771,0.671,2.0,-5.617,1.0,0.0553,0.00929,0.0,0.0637,0.714,85.026,audio_features,6RRNNciQGZEXnqk8SQ9yv5,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,https://api.spotify.com/v1/tracks/6RRNNciQGZEXnqk8SQ9yv5,https://api.spotify.com/v1/audio-analysis/6RRNNciQGZEXnqk8SQ9yv5,171360.0,4.0
knuck if you buck,crime mob,0.865,0.844,8.0,-4.946,1.0,0.311,0.0582,0.0,0.373,0.755,150.09,audio_features,0RZXNlGPvfMo54fd6uCvAT,spotify:track:0RZXNlGPvfMo54fd6uCvAT,https://api.spotify.com/v1/tracks/0RZXNlGPvfMo54fd6uCvAT,https://api.spotify.com/v1/audio-analysis/0RZXNlGPvfMo54fd6uCvAT,205120.0,4.0
open your eyes,alter bridge,0.356,0.904,2.0,-3.953,1.0,0.0624,0.000244,1.75e-06,0.359,0.38,162.397,audio_features,3Gbyl3XZVeEcnFPiiPR09n,spotify:track:3Gbyl3XZVeEcnFPiiPR09n,https://api.spotify.com/v1/tracks/3Gbyl3XZVeEcnFPiiPR09n,https://api.spotify.com/v1/audio-analysis/3Gbyl3XZVeEcnFPiiPR09n,298600.0,4.0
waterloo,abba,0.445,0.949,2.0,-4.682,1.0,0.0471,0.395,8.18e-06,0.0902,0.653,147.604,audio_features,3Dy4REq8O09IlgiwuHQ3sk,spotify:track:3Dy4REq8O09IlgiwuHQ3sk,https://api.spotify.com/v1/tracks/3Dy4REq8O09IlgiwuHQ3sk,https://api.spotify.com/v1/audio-analysis/3Dy4REq8O09IlgiwuHQ3sk,168960.0,4.0
slave mill,damian marley,0.736,0.678,11.0,-7.709,1.0,0.108,0.224,0.000135,0.359,0.147,95.909,audio_features,4hvhYBWFbNfBHk5OGAFqmw,spotify:track:4hvhYBWFbNfBHk5OGAFqmw,https://api.spotify.com/v1/tracks/4hvhYBWFbNfBHk5OGAFqmw,https://api.spotify.com/v1/audio-analysis/4hvhYBWFbNfBHk5OGAFqmw,288307.0,4.0
the fire next time (intro),billy woods,0.543,0.91,9.0,-3.969,0.0,0.238,0.0794,0.275,0.545,0.564,98.048,audio_features,3eqccXskom9twT2FBchkAc,spotify:track:3eqccXskom9twT2FBchkAc,https://api.spotify.com/v1/tracks/3eqccXskom9twT2FBchkAc,https://api.spotify.com/v1/audio-analysis/3eqccXskom9twT2FBchkAc,108880.0,4.0
worried about my baby,j.b. lenoir,0.513,0.26,9.0,-13.115,1.0,0.0607,0.935,0.00843,0.154,0.74,80.537,audio_features,3e6iNiUs10CbGZCaQ5v2Zp,spotify:track:3e6iNiUs10CbGZCaQ5v2Zp,https://api.spotify.com/v1/tracks/3e6iNiUs10CbGZCaQ5v2Zp,https://api.spotify.com/v1/audio-analysis/3e6iNiUs10CbGZCaQ5v2Zp,164146.0,4.0
heaven's just a sin away,kelly willis,0.589,0.732,2.0,-7.637,1.0,0.0539,0.32,0.0,0.0968,0.852,157.802,audio_features,7eOUHh2kdmiB3zWwGF1lhq,spotify:track:7eOUHh2kdmiB3zWwGF1lhq,https://api.spotify.com/v1/tracks/7eOUHh2kdmiB3zWwGF1lhq,https://api.spotify.com/v1/audio-analysis/7eOUHh2kdmiB3zWwGF1lhq,150307.0,4.0
take me to heart,quarterflash,0.689,0.497,2.0,-14.377,1.0,0.0319,0.263,5.6e-06,0.218,0.639,114.034,audio_features,4XcUFQNTiX4IHmA4K51snP,spotify:track:4XcUFQNTiX4IHmA4K51snP,https://api.spotify.com/v1/tracks/4XcUFQNTiX4IHmA4K51snP,https://api.spotify.com/v1/audio-analysis/4XcUFQNTiX4IHmA4K51snP,212893.0,4.0
beautiful life,ace of base,0.749,0.988,0.0,-5.266,0.0,0.0387,0.202,0.00631,0.17,0.749,135.015,audio_features,74jTexO94dFGyXGyeu8krd,spotify:track:74jTexO94dFGyXGyeu8krd,https://api.spotify.com/v1/tracks/74jTexO94dFGyXGyeu8krd,https://api.spotify.com/v1/audio-analysis/74jTexO94dFGyXGyeu8krd,221187.0,4.0
fly away,bread,0.362,0.566,4.0,-9.518,0.0,0.0303,0.0567,0.0,0.198,0.5,149.298,audio_features,3or14OGccP4CIpIKv5YyGy,spotify:track:3or14OGccP4CIpIKv5YyGy,https://api.spotify.com/v1/tracks/3or14OGccP4CIpIKv5YyGy,https://api.spotify.com/v1/audio-analysis/3or14OGccP4CIpIKv5YyGy,187747.0,4.0
hard drugs,stick figure,0.716,0.773,9.0,-5.861,1.0,0.0477,0.116,0.63,0.205,0.813,94.498,audio_features,36nZQ0PYMQ1V8x3S2h60Wg,spotify:track:36nZQ0PYMQ1V8x3S2h60Wg,https://api.spotify.com/v1/tracks/36nZQ0PYMQ1V8x3S2h60Wg,https://api.spotify.com/v1/audio-analysis/36nZQ0PYMQ1V8x3S2h60Wg,251285.0,4.0
pride of man,gordon lightfoot,0.502,0.387,6.0,-10.748,0.0,0.0324,0.711,0.0,0.133,0.702,111.543,audio_features,6R6bm2ONQccYPYEy4A7UuM,spotify:track:6R6bm2ONQccYPYEy4A7UuM,https://api.spotify.com/v1/tracks/6R6bm2ONQccYPYEy4A7UuM,https://api.spotify.com/v1/audio-analysis/6R6bm2ONQccYPYEy4A7UuM,163733.0,4.0
i don't go for that,quincy jones,0.565,0.754,0.0,-6.295,1.0,0.0911,0.102,0.000145,0.0913,0.82,202.056,audio_features,4W6Wndm0QgPdbKSKSOdstI,spotify:track:4W6Wndm0QgPdbKSKSOdstI,https://api.spotify.com/v1/tracks/4W6Wndm0QgPdbKSKSOdstI,https://api.spotify.com/v1/audio-analysis/4W6Wndm0QgPdbKSKSOdstI,311467.0,4.0
stay with me,the dictators,0.426,0.98,2.0,-5.056,1.0,0.0823,0.00205,0.00177,0.343,0.395,158.725,audio_features,3UgiXDauVuj9HZKzFY8TBL,spotify:track:3UgiXDauVuj9HZKzFY8TBL,https://api.spotify.com/v1/tracks/3UgiXDauVuj9HZKzFY8TBL,https://api.spotify.com/v1/audio-analysis/3UgiXDauVuj9HZKzFY8TBL,250507.0,4.0
johnny reb,johnny cash,0.829,0.651,10.0,-9.031,1.0,0.0364,0.724,0.000191,0.0645,0.894,115.049,audio_features,5OnpbTu8j6r4vckPaG96q1,spotify:track:5OnpbTu8j6r4vckPaG96q1,https://api.spotify.com/v1/tracks/5OnpbTu8j6r4vckPaG96q1,https://api.spotify.com/v1/audio-analysis/5OnpbTu8j6r4vckPaG96q1,111973.0,4.0
evicted,the dear hunter,0.553,0.759,5.0,-10.056,1.0,0.0385,0.0702,3.86e-05,0.431,0.599,149.957,audio_features,2DdKW6Tnduav2eLmwK5rpF,spotify:track:2DdKW6Tnduav2eLmwK5rpF,https://api.spotify.com/v1/tracks/2DdKW6Tnduav2eLmwK5rpF,https://api.spotify.com/v1/audio-analysis/2DdKW6Tnduav2eLmwK5rpF,224520.0,5.0
part iii,duke ellington,0.383,0.174,10.0,-16.852,1.0,0.0389,0.299,0.736,0.0879,0.359,151.676,audio_features,1hHaD6napp0FkayhjZaSbt,spotify:track:1hHaD6napp0FkayhjZaSbt,https://api.spotify.com/v1/tracks/1hHaD6napp0FkayhjZaSbt,https://api.spotify.com/v1/audio-analysis/1hHaD6napp0FkayhjZaSbt,385533.0,4.0
teach me tonight,etta james,0.516,0.195,7.0,-12.972,1.0,0.0461,0.693,3.98e-05,0.218,0.238,73.977,audio_features,59d7tREQZ7TZPn4yOJFrj4,spotify:track:59d7tREQZ7TZPn4yOJFrj4,https://api.spotify.com/v1/tracks/59d7tREQZ7TZPn4yOJFrj4,https://api.spotify.com/v1/audio-analysis/59d7tREQZ7TZPn4yOJFrj4,299693.0,4.0
